iter	RMSE
715	3260.850629
716	3260.538872
717	3260.316039
718	3260.064507
719	3259.819167
720	3259.224688
721	3259.026818
722	3258.723425
723	3258.622536
724	3258.321167
725	3257.604485
726	3257.380596
727	3257.189494
728	3256.983863
729	3256.678795
730	3256.436337
731	3256.072485
732	3255.578173
733	3254.851917
734	3254.529276
735	3254.014662
736	3253.831182
737	3253.64081
738	3252.484845
739	3252.3885
740	3252.24596
741	3251.514636
742	3251.32274
743	3250.595157
744	3250.228622
745	3250.009322
746	3249.846931
747	3249.449862
748	3248.739572
749	3248.651625
750	3248.263301
751	3247.875911
752	3247.650092
753	3247.121988
754	3246.774075
755	3246.561416
756	3246.093788
757	3245.658371
758	3245.464908
759	3245.153933
760	3244.591135
761	3244.367378
762	3244.279471
763	3243.908335
764	3243.830785
765	3243.747792
766	3243.079196
767	3242.935816
768	3242.580015
769	3241.848617
770	3241.104937
771	3241.027282
772	3240.397066
773	3239.648364
774	3239.454497
775	3239.235015
776	3239.056658
777	3238.594689
778	3237.894532
779	3237.437383
780	3236.880371
781	3236.397258
782	3236.076677
783	3235.424417
784	3235.151166
785	3234.893518
786	3234.562296
787	3233.971469
788	3233.529906
789	3233.123273
790	3232.446025
791	3232.310689
792	3232.229563
793	3232.073384
794	3231.723191
795	3231.341861
796	3230.807686
797	3230.430687
798	3229.812417
799	3229.384254
800	3229.158456
801	3228.810001
802	3228.51038
803	3228.391889
804	3228.12999
805	3227.486445
806	3227.329684
807	3226.615218
808	3226.410247
809	3225.938841
810	3225.759657
811	3225.409437
812	3224.759203
813	3224.443391
814	3224.072199
815	3223.894041
816	3223.461513
817	3223.278277
818	3223.17858
819	3222.956874
820	3222.499768
821	3222.312274
822	3221.97101
823	3221.905607
824	3221.643601
825	3221.305826
826	3220.714087
827	3220.436949
828	3220.224957
829	3219.885389
830	3218.96627
831	3218.712715
832	3218.471405
833	3217.792512
834	3217.629695
835	3217.108207
836	3216.565576
837	3215.973905
838	3215.898415
839	3215.392458
840	3214.729304
841	3214.083512
842	3213.585948
843	3213.209015
844	3212.791374
845	3212.176712
846	3211.888627
847	3211.733493
848	3211.106748
849	3210.955494
850	3210.806643
851	3210.587109
852	3210.080032
853	3209.686572
854	3209.223909
855	3209.048871
856	3208.426239
857	3207.8582
858	3207.637247
859	3207.503552
860	3207.327861
861	3207.160585
862	3206.986515
863	3206.890123
864	3206.400695
865	3205.741469
866	3205.561945
867	3205.3689
868	3205.13953
869	3204.735014
870	3204.183185
871	3203.652793
872	3203.122369
873	3202.954165
874	3202.681803
875	3202.196878
876	3201.722859
877	3201.457993
878	3201.084509
879	3200.855129
880	3200.589858
881	3200.364344
882	3200.137898
883	3199.916889
884	3199.611166
885	3199.342961
886	3199.159519
887	3198.950179
888	3198.403506
889	3197.841791
890	3197.113055
891	3196.794571
892	3196.271374
893	3195.869112
894	3195.651049
895	3195.373757
896	3195.086166
897	3194.64321
898	3194.499216
899	3194.36187
900	3194.254499
901	3193.968689
902	3193.492313
903	3193.324498
904	3193.130853
905	3192.793597
906	3192.378102
907	3192.32011
908	3192.128078
909	3191.998448
910	3191.47571
911	3191.204071
912	3190.94925
913	3190.829307
914	3190.548114
915	3190.167674
916	3189.901715
917	3189.696754
918	3189.138459
919	3188.846741
920	3188.275005
921	3187.851862
922	3187.790823
923	3187.589882
924	3187.424053
925	3187.087249
926	3186.944427
927	3186.675069
928	3186.541438
929	3186.146859
930	3185.58757
931	3185.431847
932	3185.335723
933	3184.807879
934	3184.431167
935	3183.879199
936	3183.663884
937	3183.308529
938	3183.075845
939	3182.723593
940	3182.419762
941	3182.299456
942	3182.081012
943	3181.820167
944	3181.384986
945	3180.996282
946	3180.7116
947	3180.060726
948	3179.944595
949	3179.859777
950	3179.62362
951	3179.052612
952	3178.784959
953	3178.555184
954	3178.42935
955	3178.171766
956	3177.811003
957	3177.580859
958	3177.493726
959	3177.373315
960	3177.113658
961	3176.588181
962	3176.33274
963	3176.152199
964	3176.037202
965	3175.500512
966	3175.427173
967	3174.970683
968	3174.788584
969	3174.389461
970	3174.215766
971	3173.944255
972	3173.337658
973	3172.871329
974	3172.68595
975	3172.115328
976	3172.00518
977	3171.776772
978	3171.419118
979	3171.182821
980	3170.601862
981	3170.496612
982	3170.395925
983	3170.062881
984	3169.948823
985	3169.671416
986	3169.281031
987	3169.185034
988	3168.891758
989	3168.503522
990	3168.1143
991	3168.001756
992	3167.577195
993	3167.201398
994	3166.745587
995	3166.549183
996	3165.914017
997	3165.823263
998	3165.693189
999	3165.637832
